timestamp;capacitance;temperature;light
;307;180;-28947
;307;180;-29317
;308;180;-29160
;308;180;-29012
;307;180;-29242
;309;181;-29093
;308;180;-29103
;307;181;-29462
;308;180;-29234
;307;181;-28967
;307;181;-29171
;307;181;-29188
;308;181;-29319
;307;181;-28458
;307;181;-28401
;308;181;-29098
;308;181;-28836
;307;181;-28398
;308;181;-29049
;307;181;-28512
;307;181;-28343
;307;181;-28391
;308;181;-28259
;307;181;-28382
;307;181;-28297
;307;181;-27654
;307;181;-27873
;307;181;-27886
;307;181;-27747
;307;181;-27325
;307;181;-27463
;307;181;-27251
;308;181;-27390
;307;181;-27512
;307;180;-27139
;307;181;-27517
;307;180;-27333
;307;181;-27440
;307;180;-27266
;307;180;-27029
;308;180;-26835
;308;180;-26644
;309;180;-27174
;307;180;-27159
;307;180;-26748
;307;180;-26693
;308;180;-27175
;308;180;-26555
;307;180;-26668
;308;180;-26603
;307;180;-27011
;308;180;-26857
;307;179;-26299
;308;179;-26725
;306;179;-26455
;308;179;-27033
;308;179;-27005
;307;179;-27059
;307;179;-26933
;307;179;-27117
;308;179;-27938
;307;179;-28025
;307;179;-27785
;307;179;-28050
;307;179;-28559
;307;178;-28573
;307;178;-28536
;307;178;-28685
;308;179;-28462
;308;179;-28310
;308;178;-28535
;308;178;-28410
;308;179;-28257
;307;179;-27897
;307;179;-28311
;307;179;-27630
;308;179;-28463
;307;179;-27669
;307;179;-28191
;308;179;-27713
;308;179;-28084
;307;179;-27928
;307;179;-27892
;308;179;-27847
;307;178;-27442
;308;179;-27032
;307;179;-26902
;307;178;-27478
;307;179;-26777
;309;179;-26732
;307;179;-26604
;308;179;-26640
;308;179;-26485
;307;179;-26864
;308;178;-26878
;307;179;-26913
;307;178;-26777
;307;178;-26881
;308;178;-26534
;307;178;-26509
;308;178;-26533
;308;178;-26535
;307;178;-26207
;308;178;-26308
;308;177;-26069
;307;178;-26218
;307;177;-26744
;307;177;-26413
;308;178;-26094
;307;177;-26395
;308;177;-26202
;307;177;-26133
;308;177;-26112
;308;177;-26056
;307;177;-26008
;307;177;-26484
;307;177;-26353
;307;177;-26581
;308;177;-26322
;307;177;-26216
;307;177;-26352
;307;176;-26535
;307;176;-27150
;307;176;-26948
;307;176;-27185
;307;176;-27265
;308;176;-27387
;309;177;-27895
;307;176;-28213
;306;176;-28235
;307;177;-28643
;308;176;-28369
;307;177;-28157
;307;177;-28536
;308;177;-28448
;307;177;-28660
;308;177;-28569
;308;177;-28389
;307;177;-28631
;307;177;-28356
;307;177;-28101
;307;177;-27727
;308;177;-27802
;307;177;-27983
;308;177;-27462
;307;177;-27744
;308;177;-27549
;308;177;-28001
;307;177;-27940
;308;177;-27674
;307;178;-27219
;307;177;-27554
;307;178;-27073
;307;178;-27017
;308;178;-27478
;307;177;-27058
;308;177;-27062
;307;177;-27064
;306;178;-26954
;308;177;-26590
;308;178;-26494
;307;177;-26490
;307;178;-26792
;307;177;-26312
;307;177;-26377
;308;177;-26731
;307;177;-26254
;307;177;-26498
;307;177;-26504
;307;177;-26413
;307;177;-26104
;308;177;-26583
;307;177;-26126
;308;177;-26360
;307;177;-26273
;308;177;-26068
;307;177;-26484
;307;176;-26289
;307;176;-26001
;307;176;-26281
;307;176;-26265
;307;176;-26256
;308;176;-26303
;307;176;-26467
;307;176;-26321
;307;176;-26307
;308;176;-26388
;307;176;-26399
;307;176;-26265
;308;176;-26226
;307;176;-26788
;307;176;-26817
;307;176;-26684
;307;176;-26915
;307;176;-27419
;308;176;-27752
;308;176;-27313
;307;176;-27697
;306;176;-27989
;307;176;-27822
;307;176;-28092
;307;176;-27828
;308;176;-28168
;307;176;-28194
;307;176;-28185
;307;176;-27906
;308;176;-27992
;308;176;-27878
;307;176;-27765
;307;176;-28203
;307;176;-27992
;308;176;-27500
;307;176;-28242
;307;176;-27815
;307;176;-27443
;307;176;-27484
;307;176;-27635
;307;176;-27267
;308;176;-27877
;307;176;-26982
;307;176;-27401
;308;176;-26998
;308;176;-27051
;307;176;-27153
;307;176;-26609
;308;176;-27232
;307;176;-26668
;307;176;-26697
;308;176;-26701
;307;176;-26646
;308;176;-27154
;308;176;-26575
;307;176;-26909
;308;176;-26550
;308;176;-26715
;307;176;-26801
;308;176;-26354
;308;176;-26545
;307;176;-26244
;307;176;-26207
;307;176;-26453
;308;176;-26434
;307;176;-26218
;308;176;-26123
;307;176;-26291
;307;176;-25973
;307;176;-26355
;307;176;-26259
;307;175;-26446
;308;176;-26137
;307;176;-26410
;307;175;-25830
;307;176;-26245
;307;175;-26285
;308;175;-26371
;308;175;-26313
;308;175;-26069
;308;175;-26959
;308;175;-26491
;307;175;-26593
;307;175;-26632
;308;175;-26812
;307;175;-26764
;307;175;-27035
;307;175;-27488
;306;175;-27607
;307;175;-27456
;308;175;-27648
;307;175;-28293
;307;175;-28211
;307;175;-28286
;307;175;-28242
;307;175;-28313
;307;175;-28666
;307;175;-28499
;307;175;-29045
;307;175;-29039
;307;175;-29003
;307;175;-29406
;307;175;-29518
;307;175;-29918
;307;175;-30157
;307;175;-26352
;307;176;-26878
;307;175;-27424
;307;175;-28101
;307;175;-28998
;307;176;-29049
;307;175;-29850
;308;175;-30584
;307;176;-31379
;307;175;-32145
;307;175;32372
;307;176;31417
;308;175;30356
;308;176;29286
;308;175;27919
;307;175;27068
;307;175;25768
;308;175;24847
;307;175;23621
;307;175;22637
;307;175;21565
;308;175;20493
;307;175;19574
;307;175;18562
;308;175;17488
;307;175;16505
;307;175;15541
;307;175;14628
;307;175;13775
;307;175;13032
;307;175;12419
;307;175;11831
;308;174;11236
;308;174;10709
;307;174;10234
;307;174;9755
;308;174;9378
;308;174;9007
;307;174;8637
;308;174;8165
;307;174;7900
;307;174;7615
;307;174;7356
;307;174;7125
;307;174;6884
;308;174;6679
;307;174;6485
;307;174;6310
;308;174;6143
;307;174;5941
;307;174;5711
;308;174;5539
;307;174;5345
;307;174;5127
;307;174;4721
;308;174;4575
;307;173;4437
;308;174;4310
;308;173;4180
;306;174;4039
;307;174;3936
;307;174;3870
;308;174;3766
;308;174;3668
;308;174;3599
;308;174;3579
;307;174;3493
;307;174;3418
;307;174;3367
;308;175;3295
;307;174;3226
;307;175;3155
;307;175;3134
;307;175;3098
;307;175;3063
;307;175;3058
;307;175;3034
;307;175;3058
;307;175;3087
;307;175;3105
;308;175;3085
;307;175;3060
;307;175;3069
;306;175;3089
;307;175;3168
;307;175;3175
;307;175;3359
;307;175;3493
;307;175;3529
;307;175;3545
;308;175;3574
;308;175;3509
;307;175;3448
;308;175;3306
;308;175;3182
;307;175;3048
;307;175;3086
;308;175;3188
;306;175;3174
;307;175;3129
;307;175;3111
;307;175;3098
;307;174;3081
;307;175;3094
;307;175;3005
;307;175;3008
;307;175;3089
;308;175;3130
;307;175;3117
;308;175;2973
;307;175;3012
;307;175;3019
;308;175;2905
;307;175;2929
;307;175;2927
;307;175;2848
;307;175;2775
;307;175;2688
;308;175;2749
;308;175;2825
;307;175;2757
;307;175;2754
;307;175;2681
;307;175;2652
;307;175;2239
;308;175;2447
;308;175;2659
;308;175;2751
;307;175;2868
;308;175;2710
;308;175;2589
;307;174;2627
;307;174;2626
;308;175;2620
;307;175;2643
;308;174;2603
;308;174;2571
;308;174;2534
;309;175;2505
;307;174;2486
;307;175;2402
;308;174;2405
;307;175;2359
;308;174;2436
;307;174;2551
;307;174;2511
;308;174;2406
;307;174;2412
;308;174;2438
;307;174;2438
;307;174;2343
;308;174;2303
;308;174;2307
;308;174;2359
;307;175;2300
;307;174;2247
;308;174;2225
;307;175;2193
;307;174;2178
;307;175;2228
;307;175;2234
;307;175;2177
;307;175;2111
;307;175;2006
;307;175;1967
;307;175;2080
;307;175;2112
;307;175;2047
;306;175;2007
;308;175;1978
;307;176;1972
;307;176;1939
;307;175;1901
;308;176;1896
;307;175;1907
;307;176;1944
;308;176;2010
;307;176;1954
;308;176;1978
;307;176;2029
;308;176;1948
;308;176;1811
;308;176;1804
;307;176;1859
;307;176;1888
;307;176;1844
;307;176;1681
;307;176;1498
;307;176;1630
;308;176;1617
;307;176;1656
;307;176;1587
;307;176;1717
;307;176;1839
;307;176;1875
;307;176;1830
;307;176;1826
;307;176;1779
;307;176;1529
;307;176;1512
;307;176;1509
;307;176;1480
;308;176;1511
;307;176;1545
;308;176;1588
;307;176;1556
;307;176;1499
;307;176;1530
;307;176;1591
;309;176;1555
;307;176;1571
;307;176;1605
;306;176;1651
;307;176;1688
;307;176;1678
;307;176;1644
;307;176;1696
;307;176;1589
;307;176;1663
;308;176;1668
;307;176;1495
;307;176;1483
;307;177;1445
;306;177;1441
;307;177;1448
;307;177;1443
;308;177;1412
;307;177;1406
;307;178;1407
;307;178;1430
;308;178;1448
;308;178;1447
;307;179;1461
;308;179;1473
;307;179;1462
;307;179;1460
;307;179;1467
;307;179;1522
;307;179;1497
;307;179;1531
;308;180;1545
;307;179;1532
;307;180;1561
;307;180;1601
;308;180;1626
;307;180;1639
;307;180;1664
;307;180;1686
;308;180;1712
;307;180;1734
;307;180;1752
;307;180;1779
;307;180;1808
;307;180;1835
;308;180;1797
;463;170;1815
;422;171;1802
;407;169;1790
;401;171;1803
;397;171;1813
;393;171;1820
;392;171;1880
;389;171;1852
;388;172;1801
;388;172;1750
;386;172;1729
;383;174;1705
;382;172;1684
;381;174;1659
;379;173;1617
;376;172;1532
;374;171;1474
;372;173;1511
;371;172;1511
;369;171;1583
;368;173;1638
;364;173;1677
;364;173;1782
;363;174;1826
;361;172;1856
;360;172;1895
;357;172;1918
;356;172;1931
;357;172;1938
;355;172;1937
;354;171;1927
;353;171;1927
;353;171;1927
;352;171;1922
;351;171;1922
;351;171;1916
;349;171;1903
;349;170;1923
;348;170;1918
;350;170;1879
;347;170;1875
;347;170;1862
;347;169;1859
;347;168;1853
;346;169;1850
;345;169;1836
;346;170;1827
;345;168;1840
;344;169;1817
;344;168;1808
;343;168;1792
;344;167;1786
;343;168;1755
;342;169;1736
;342;168;1714
;343;168;1699
;343;168;1705
;342;168;1672
;343;167;1652
;341;169;1659
;341;168;1617
;341;169;1562
;342;168;1529
;341;168;1531
;341;169;1512
;341;169;1524
;341;169;1602
;341;169;1587
;341;169;1589
;340;169;1563
;340;169;1565
;339;169;1549
;340;170;1516
;339;170;1508
;339;171;1497
;339;171;1466
;340;170;1416
;339;171;1373
;339;171;1340
;338;170;1297
;339;171;1280
;338;171;1274
;338;172;1311
;338;171;1312
;338;173;1317
;338;173;1225
;337;172;1150
;338;173;1251
;337;172;1177
;338;173;1169
;337;173;1110
;337;173;1118
;337;174;1184
;337;174;1074
;337;173;1072
;337;173;1156
;336;174;1089
;337;174;1082
;337;175;1217
;337;174;1205
;336;175;1242
;336;175;1130
;337;174;1308
;336;174;1202
;336;175;1278
;335;175;1278
;336;176;1346
;336;174;1166
;336;175;1368
;336;174;1378
;335;175;1358
;337;175;1434
;335;176;1461
;335;175;1485
;335;175;1508
;335;176;1505
;335;175;1474
;336;175;1507
;335;176;1511
;335;175;1479
;334;175;1489
;335;176;1493
;335;175;1486
;334;175;1483
;334;176;1445
;335;176;1428
;333;175;1429
;334;175;1427
;333;174;1257
;334;175;1182
;334;174;1171
;334;175;1180
;334;175;1207
;334;174;1186
;334;176;1152
;333;174;1172
;334;175;1212
;333;175;1212
;334;174;1177
;334;176;1178
;334;175;1192
;334;175;1226
;334;175;1269
;332;175;1294
;333;175;1339
;333;175;1365
;333;174;1355
;333;174;1344
;333;174;1344
;332;174;1366
;333;175;1385
;333;175;1398
;333;175;1432
;333;175;1463
;333;174;1495
;334;174;1515
;332;175;1500
;333;174;1460
;332;174;1395
;332;174;1379
;332;173;1381
;334;174;1383
;333;173;1415
;333;174;1455
;332;174;1500
;332;174;1521
;332;174;1531
;332;173;1526
;332;174;1539
;332;174;1584
;332;173;1628
;332;174;1636
;333;174;1671
;332;174;1715
;332;173;1762
;333;174;1802
;333;173;1816
;332;173;1829
;332;172;1850
;332;172;1864
;332;173;1874
;332;174;1890
;332;173;1893
;333;172;1885
;332;172;1894
;332;174;1912
;332;173;1924
;333;172;1941
;332;172;1966
;333;172;1978
;332;173;2001
;331;172;2032
;332;173;2057
;332;172;2086
;332;172;2107
;332;172;2121
;332;172;2129
;332;172;2131
;331;172;2141
;331;172;2155
;332;172;2169
;332;172;2202
;331;172;2233
;331;172;2251
;332;171;2267
;332;171;2296
;331;171;2335
;332;171;2377
;331;171;2413
;332;171;2460
;332;171;2512
;332;171;2562
;332;171;2613
;331;171;2657
;331;171;2708
;332;171;2761
;331;171;2821
;332;171;2873
;331;171;2953
;331;171;3035
;332;171;3119
;331;171;3212
;332;171;3289
;332;170;3394
;332;171;3483
;331;170;3579
;332;171;3679
;331;171;3802
;331;170;3901
;331;171;4024
;331;171;4147
;331;171;4294
;331;170;4438
;331;171;4597
;331;170;4765
;329;170;-1
;332;170;4930
;331;171;5094
;330;171;5277
;331;170;5488
;331;170;5700
;330;170;5936
;331;169;6173
;331;170;6402
;331;170;6632
;331;170;6916
;331;169;7191
;329;169;7488
;330;170;7830
;331;169;8165
;331;169;8509
;331;170;8902
;331;170;9274
;330;169;9674
;331;169;10047
;330;169;10418
;331;169;10879
;330;169;11340
;330;169;11858
;330;169;12365
;330;169;12995
;330;169;13584
;331;169;14251
;329;169;14855
;330;168;15411
;331;169;16077
;329;168;16685
;330;169;17389
;330;168;18033
;331;168;18725
;330;168;19375
;330;168;20198
;331;168;21254
;330;168;22423
;330;168;23563
;331;168;24676
;330;168;25717
;330;168;26926
;330;168;27994
;330;168;28997
;329;168;29976
;331;168;30996
;330;168;31937
;331;168;-32563
;330;168;-32705
;330;168;32168
;330;168;32271
;330;168;32757
;329;168;-32334
;330;168;-31834
;330;168;-31284
;330;168;-30832
;329;168;-30487
;330;168;-30166
;329;167;-29830
;330;167;-29471
;329;167;-29226
;330;168;-29205
;331;167;-28781
;330;167;-28812
;330;167;-28619
;329;167;-28545
;330;167;-28454
;330;167;-28362
;331;167;-28336
;329;167;-28094
;329;167;-28093
;329;167;-28072
;329;167;-27985
;328;167;-28004
;330;167;-27936
;330;167;-27965
;329;167;-28011
;329;167;-27844
;329;167;-27826
;330;166;-27764
;329;167;-27673
;330;167;-27655
;329;167;-27609
;329;167;-27693
;329;166;-27437
;330;166;-27504
;329;166;-27442
;329;166;-27616
;329;166;-27480
;329;166;-27415
;329;166;-27365
;329;166;-27364
;330;166;-27479
;329;166;-27244
;329;166;-27261
;328;166;-27266
;330;166;-27325
;329;166;-27395
;330;166;-27431
;330;166;-27042
;328;166;-27217
;328;165;-27267
;330;166;-27020
;329;166;-27163
;328;166;-27418
;328;165;-27448
;330;165;-27401
;329;166;-27543
;329;166;-27345
;330;165;-27556
;328;165;-27466
;328;165;-27504
;329;165;-27679
;329;165;-27562
;329;166;-27631
;330;165;-27525
;329;165;-27561
;329;165;-27533
;329;165;-27632
;329;165;-27553
;329;165;-27488
;329;165;-27537
;329;165;-27440
;330;165;-27626
;329;165;-27557
;328;165;-27512
;329;165;-27549
;329;165;-27736
;328;165;-27520
;329;165;-27553
;328;165;-27712
;329;165;-27600
;329;165;-27512
;328;165;-27641
;329;165;-27537
;328;165;-27599
;328;165;-27441
;329;165;-27382
;328;164;-27435
;329;165;-27389
;329;165;-27249
;329;165;-27246
;328;165;-27281
;328;165;-27457
;328;165;-27286
;329;164;-27467
;329;164;-27497
;329;164;-27480
;329;165;-27211
;330;164;-27403
;328;164;-27507
;329;164;-27539
;328;165;-27354
;328;165;-27678
;329;164;-27599
;329;164;-27803
;329;164;-27556
;329;164;-27544
;328;164;-27624
;329;164;-27737
;328;164;-27669
;328;164;-27627
;328;164;-27501
;329;165;-27514
;328;164;-27599
;328;164;-27550
;329;164;-27805
;329;165;-27663
;328;164;-27439
;329;164;-27673
;328;164;-27615
;328;165;-27445
;328;164;-27433
;328;164;-27553
;329;164;-27539
;328;164;-27299
;328;164;-27157
;328;164;-27362
;328;164;-27519
;329;164;-27397
;328;164;-27382
;328;164;-27395
;329;164;-27539
;328;164;-27163
;329;164;-27356
;329;164;-27592
;328;164;-27533
;329;164;-27610
;327;164;-27627
;328;164;-27703
;328;164;-27637
;327;164;-27452
;327;164;-27582
;327;164;-27503
;328;164;-27469
;329;164;-27510
;328;164;-27386
;328;164;-27456
;327;164;-27443
;328;164;-27381
;328;164;-27752
;328;163;-27660
;328;164;-27524
;327;164;-27368
;327;164;-27244
;328;164;-27440
;329;164;-27213
;328;164;-27304
;328;164;-27235
;328;164;-27393
;327;163;-27615
;328;164;-27287
;327;163;-27476
;328;164;-27696
;327;164;-27752
;328;164;-27313
;327;164;-27821
;328;163;-27275
;327;164;-27064
;328;164;-27247
;329;163;-27125
;328;163;-27246
;328;163;-27421
;326;163;-27173
;327;163;-27250
;327;163;-27206
;327;163;-27304
;328;164;-27059
;329;163;-27214
;329;164;-27166
;328;163;-26994
;327;163;-27166
;328;163;-27120
;328;163;-27106
;328;163;-26849
;328;163;-26873
;327;163;-27034
;328;163;-27012
;327;163;-26991
;326;163;-26971
;327;164;-26901
;328;163;-27001
;328;163;-26476
;328;163;-26910
;328;163;-26972
;327;163;-26731
;328;163;-26986
;327;163;-27041
;327;163;-26934
;327;162;-27143
;327;163;-27236
;327;163;-27317
;327;163;-27086
;329;163;-27209
;326;163;-26861
;327;163;-27240
;328;163;-27038
;327;163;-27288
;328;163;-27234
;328;163;-27141
;327;163;-27183
;327;163;-27061
;327;163;-26945
;327;162;-27030
;327;162;-27193
;328;163;-27178
;327;162;-27666
;327;163;-27049
;328;162;-27026
;327;163;-26885
;327;162;-27231
;327;163;-27120
;328;162;-27742
;327;162;-27739
;327;162;-26713
;326;162;-27296
;327;163;-27190
;328;162;-27205
;327;162;-27586
;328;162;-26668
;328;163;-26942
;327;162;-27125
;326;162;-27161
;327;162;-27459
;327;162;-28000
;327;162;-26733
;328;162;-27160
;327;162;-27583
;326;162;-27361
;327;162;-27825
;327;162;-27899
;327;162;-27362
;328;162;-27873
;328;162;-28062
;327;161;-27392
;328;162;-27087
;328;162;-27499
;326;162;-27642
;327;162;-27678
;327;162;-27310
;326;162;-27877
;327;161;-27011
;327;162;-27868
;327;162;-27611
;327;162;-27485
;326;162;-26993
;327;161;-27342
;327;161;-27766
;328;162;-27554
;327;162;-27578
;327;161;-26988
;327;162;-27488
;327;162;-27624
;327;162;-27068
;327;161;-27505
;328;162;-27731
;326;161;-27245
;327;162;-27742
;327;162;-27584
;327;161;-27965
;327;162;-26994
;327;161;-27480
;327;162;-27501
;327;161;-27984
;327;161;-27778
;327;162;-27646
;326;162;-27341
;327;161;-26965
;327;161;-27529
;326;161;-27627
;327;161;-26255
;327;161;-26959
;327;161;-27238
;327;161;-27366
;327;161;-26923
;327;161;-27659
;327;161;-27869
;326;161;-27201
;326;161;-27380
;327;161;-27888
;326;161;-27546
;327;161;-26997
;326;161;-27043
;327;161;-27648
;327;161;-27609
;327;161;-27080
;326;161;-27286
;327;161;-27787
;326;161;-27224
;327;161;-27924
;327;161;-27583
;327;161;-27059
;327;161;-27915
;326;161;-27796
;326;161;-27630
;326;161;-27305
;326;161;-27136
;326;161;-26825
;326;161;-26459
;326;161;-27455
;326;161;-27274
;327;161;-27622
;327;161;-27787
;326;161;-26971
;326;161;-28072
;326;161;-27429
;327;161;-27899
;326;161;-27188
;326;161;-27250
;326;161;-27422
;326;161;-27513
;327;161;-27488
;325;161;-27272
;326;161;-27467
;326;160;-27638
;327;160;-26565
;327;161;-27221
;326;161;-27441
;326;161;-27064
;327;161;-26777
;326;160;-27478
;326;160;-27193
;328;161;-27067
;326;161;-27220
;326;161;-27067
;326;160;-26860
;327;161;-26778
;327;161;-27201
;326;161;-27426
;326;160;-27105
;327;160;-27333
;326;161;-26982
;326;161;-26898
;326;160;-27364
;325;161;-27879
;327;160;-27819
;326;160;-27392
;326;161;-26976
;327;160;-27068
;326;160;-26725
;326;160;-27682
;326;161;-27316
;326;160;-26886
;326;160;-27507
;326;161;-27146
;326;160;-26730
;327;160;-27352
;326;160;-26913
;325;160;-27446
;326;160;-27061
;327;160;-27154
;326;160;-27091
;326;160;-27691
;326;161;-26733
;326;160;-26752
;325;160;-27220
;325;160;-26731
;326;160;-26941
;326;160;-27059
;326;160;-27457
;326;160;-27296
;326;161;-26785
;326;160;-27310
;326;160;-27218
;326;161;-26935
;326;160;-26056
;326;160;-27622
;326;161;-27545
;325;160;-26463
;326;160;-26728
;326;160;-26971
;327;161;-26582
;326;160;-26440
;326;160;-26490
;326;161;-27139
;326;160;-27157
;327;160;-27193
;326;160;-26743
;324;160;-27399
;326;160;-27033
;326;160;-27978
;326;160;-27176
;326;160;-26720
;326;160;-27341
;326;160;-26686
;326;160;-26233
;325;160;-26705
;325;160;-27263
;326;160;-27658
;326;160;-27524
;325;160;-27576
;325;160;-27205
;325;160;-26439
;326;160;-26366
;325;160;-26282
;326;160;-27623
;327;160;-27251
;326;160;-26705
;327;160;-27268
;325;160;-27218
;326;160;-26944
;325;160;-27322
;326;160;-27298
;326;160;-27683
;325;160;-27296
;326;159;-27530
;325;160;-27198
;326;159;-25509
;326;160;-27839
;325;159;-27134
;326;159;-27845
;325;159;-26053
;326;160;-26652
;326;160;-27470
;325;159;-27404
;325;160;-26886
;326;159;-27105
;325;160;-26805
;325;159;-26874
;324;160;-26914
;326;160;-27196
;325;160;-26774
;325;160;-27478
;326;159;-27372
;325;160;-27044
;326;160;-27014
;325;159;-26979
;326;159;-27741
;326;159;-27347
;326;160;-27300
;325;159;-27033
;325;159;-27062
;326;160;-27340
;325;159;-27306
;325;159;-26838
;325;159;-27352
;326;159;-27436
;325;159;-26745
;325;159;-27516
;327;159;-27191
;326;159;-27197
;325;159;-27213
;325;159;-27342
;326;159;-27416
;326;159;-27260
;326;159;-27443
;326;159;-27650
;325;159;-27603
;324;159;-26911
;325;159;-26729
;325;159;-26911
;325;159;-27393
;326;159;-27784
;325;159;-27368
;326;159;-27626
;325;159;-26722
;325;159;-26088
;325;159;-26884
;326;159;-27546
;326;159;-27416
;324;159;-27416
;325;159;-27207
;325;159;-27421
;326;159;-27578
;325;159;-27203
;325;159;-28052
;325;159;-27543
;325;159;-28091
;325;159;-27532
;325;159;-27144
;325;159;-27321
;325;159;-27661
;325;159;-28256
;325;159;-27591
;325;159;-27360
;325;159;-27412
;326;159;-27578
;325;160;-26916
;325;159;-28082
;325;159;-27421
;326;160;-27298
;326;159;-26778
;325;159;-27600
;325;159;-27386
;325;160;-27438
;325;159;-27492
;324;160;-26793
;325;159;-27482
;325;159;-27509
;324;159;-27654
;326;160;-27127
;325;159;-27555
;325;159;-27542
;327;160;-27441
;324;160;-27157
;326;159;-26596
;324;159;-27877
;325;159;-27391
;325;160;-27597
;326;159;-27229
;325;159;-27833
;324;160;-27345
;326;159;-27227
;325;160;-27518
;325;160;-26862
;325;160;-27236
;326;159;-27362
;325;160;-27657
;326;159;-27325
;324;159;-28048
;324;159;-27808
;325;159;-27829
;325;160;-28085
;324;159;-27890
;325;159;-28057
;325;160;-27403
;326;159;-27634
;324;160;-27437
;325;159;-27525
;324;160;-27758
;325;160;-27897
;325;160;-27151
;326;160;-27249
;325;159;-28026
;326;159;-26803
;325;160;-27148
;325;160;-27368
;325;159;-27326
;326;160;-27649
;325;159;-27997
;325;160;-27152
;325;159;-27147
;325;160;-27978
;325;160;-27519
;326;160;-27614
;324;159;-27391
;325;160;-28013
;324;160;-27386
;325;159;-27626
;325;159;-27820
;325;160;-27680
;325;160;-27636
;325;160;-27622
;326;160;-26715
;325;160;-27813
;324;160;-27890
;325;159;-27247
;325;159;-27369
;324;160;-27529
;325;160;-27151
;324;159;-27707
;325;160;-27385
;324;160;-27868
;325;160;-27660
;325;160;-27883
;323;159;-27631
;325;160;-27279
;324;160;-26982
;325;160;-27709
;325;159;-27106
;324;160;-27405
;324;160;-27633
;324;160;-27525
;325;159;-27494
;324;159;-27605
;325;160;-27372
;325;160;-27537
;324;160;-27394
;325;160;-27469
;324;160;-27229
;325;160;-27225
;325;161;-27108
;324;160;-27209
;324;160;-27100
;325;160;-27274
;325;160;-27185
;324;160;-27143
;325;160;-27161
;324;160;-27124
;326;159;-27116
;325;160;-27166
;324;160;-26820
;325;160;-27140
;324;160;-26964
;325;160;-26733
;325;160;-26667
;324;160;-26783
;325;160;-26979
;325;160;-26934
;324;160;-27117
;325;160;-26993
;324;160;-26864
;324;160;-27062
;325;160;-26918
;324;160;-26828
;325;159;-27030
;325;160;-27052
;325;159;-26998
;326;159;-26909
;325;160;-26745
;324;160;-26711
;324;160;-26858
;324;160;-26871
;325;160;-26813
;324;160;-26663
;324;160;-26868
;324;160;-26667
;324;160;-26777
;325;160;-26911
;324;160;-26816
;324;159;-26725
;324;160;-26795
;325;160;-26718
;324;159;-26838
;325;160;-26739
;324;160;-26852
;325;160;-26545
;324;160;-26756
;324;160;-26741
;324;160;-26770
;324;160;-26824
;324;160;-26820
;325;160;-26867
;325;160;-26689
;324;160;-26727
;324;160;-26617
;324;160;-26822
;324;160;-26833
;324;160;-26527
;324;160;-26516
;325;160;-26742
;324;160;-26766
;324;159;-26870
;325;160;-26637
;324;160;-26855
;325;160;-26855
;324;160;-26645
;323;159;-26773
;324;160;-26567
;324;159;-26739
;325;160;-26569
;325;160;-26689
;324;159;-26634
;324;160;-26712
;324;160;-26645
;325;160;-26728
;325;160;-26550
;324;160;-26345
;324;160;-26459
;325;160;-26688
;325;160;-26547
;324;160;-26631
;324;160;-26523
;324;160;-26668
;324;159;-26686
;324;160;-26656
;324;160;-26610
;324;159;-26623
;324;160;-26599
;325;160;-26341
;324;160;-26486
;324;160;-26640
;324;160;-26571
;325;160;-26446
;324;160;-26450
;324;160;-26513
;325;160;-26496
;324;160;-26522
;324;160;-26591
;325;160;-26406
;325;160;-26488
;324;160;-26493
;324;160;-26449
;324;159;-26715
;324;159;-26604
;324;160;-26902
;324;160;-26702
;324;160;-26760
;325;159;-26557
;324;160;-26741
;324;160;-26713
;324;160;-26710
;324;160;-26842
;325;160;-26504
;323;160;-26598
;324;160;-26525
;324;159;-26620
;324;160;-26483
;324;160;-26505
;324;160;-26421
;323;159;-26615
;324;160;-26527
;324;160;-26590
;324;160;-26495
;324;160;-26474
;324;160;-26398
;324;160;-26443
;324;159;-26446
;325;160;-26479
;324;159;-26719
;324;159;-26546
;324;160;-26569
;324;160;-26563
;324;159;-26667
;324;160;-26348
;324;160;-26414
;323;160;-26667
;324;160;-26449
;325;159;-26388
;324;160;-26416
;324;160;-26509
;323;160;-26491
;324;160;-26514
;323;159;-26637
;324;160;-26575
;324;160;-26395
;324;159;-26349
;324;160;-26505
;324;159;-26397
;324;159;-26330
;324;159;-26155
;323;160;-26489
;323;160;-26415
;324;159;-26514
;324;159;-26355
;325;159;-26487
;323;159;-26324
;324;160;-26299
;324;159;-26421
;324;159;-26338
;323;159;-26433
;323;159;-26489
;324;159;-26372
;324;159;-26537
;324;159;-26343
;324;159;-26331
;324;159;-26135
;324;159;-26185
;324;159;-26505
;323;159;-26422
;323;159;-26408
;324;159;-26420
;324;159;-26180
;324;158;-26648
;324;159;-26250
;323;159;-26721
;324;159;-26391
;324;159;-25689
;324;159;-27048
;324;159;-26720
;324;158;-26793
;324;159;-26862
;323;159;-26703
;324;159;-26832
;322;159;-27338
;323;159;-27100
;323;159;-26692
;324;159;-27073
;324;159;-26718
;323;158;-27187
;324;159;-26706
;324;158;-27083
;324;159;-26774
;324;159;-26942
;325;158;-27130
;324;159;-27064
;324;159;-27148
;323;159;-26940
;324;159;-27179
;324;158;-26955
;324;158;-27115
;324;158;-26898
;323;158;-26948
;324;158;-27141
;323;158;-27116
;325;158;-27159
;323;158;-27195
;323;159;-26953
;324;159;-27115
